O-DAG,0.000000000000000,1.000000000000000,0.000000000000000,
O-DAG,0.363636363636363,0.437816164018059,0.416666666666666,
O-DAG,0.170909090909090,0.426438969064858,0.479166666666666,
O-DAG,2.449090909090900,0.170953538686217,2.395833333333330,
O-DAG,0.000000000000000,1.000000000000000,0.000000000000000,
O-DAG,0.779999999999999,0.280260252889751,0.604166666666666,
O-DAG,0.198181818181818,0.492962394087596,0.395833333333333,
O-DAG,0.363636363636363,0.437816164018059,0.416666666666666,
O-DAG,0.000000000000000,1.000000000000000,0.000000000000000,
O-DAG,1.832727272727270,0.215027036415344,2.125000000000000,
O-DAG,0.321818181818181,0.406984010178077,0.458333333333333,
O-DAG,2.667272727272720,0.170953538686217,2.354166666666660,
O-DAG,2.592727272727270,0.189569968066174,2.354166666666660,
O-DAG,0.752727272727272,0.290999287511585,0.604166666666666,
O-DAG,0.000000000000000,1.000000000000000,0.000000000000000,
O-DAG,3.612727272727270,0.098207343819611,2.500000000000000,
O-DAG,2.705454545454540,0.125832830061742,2.479166666666660,
O-DAG,3.696363636363630,0.099232559799200,2.479166666666660,
O-DAG,5.249090909090900,0.029846163529297,2.520833333333330,
O-DAG,4.734545454545450,0.013196789228283,2.541666666666660,
O-DAG,2.932727272727270,0.136376060251392,2.458333333333330,
O-DAG,0.000000000000000,1.000000000000000,0.000000000000000,
O-DAG,0.252727272727272,0.662825801764563,0.208333333333333,
O-DAG,0.356363636363636,0.426012611668677,0.437500000000000,
O-DAG,0.214545454545454,0.410016575470415,0.520833333333333,
O-DAG,0.720000000000000,0.234654957574532,0.729166666666666,
O-DAG,0.519999999999999,0.269868583703917,0.833333333333333,
O-DAG,1.629090909090900,0.219796820810081,1.625000000000000,
O-DAG,0.816363636363636,0.378369564236708,0.479166666666666,
O-DAG,0.580000000000000,0.233424329300340,0.916666666666666,
O-DAG,0.387272727272727,0.321742210994982,0.645833333333333,
O-DAG,0.609090909090909,0.232160622775394,0.854166666666666,
O-DAG,0.252727272727272,0.610041437874904,0.270833333333333,
O-DAG,0.623636363636363,0.303674028031030,0.562500000000000,
O-DAG,0.569090909090908,0.233438853483483,0.895833333333333,
O-DAG,0.309090909090908,0.327217727754093,0.687500000000000,
O-DAG,0.279999999999999,0.402040415114203,0.479166666666666,
O-DAG,0.558181818181818,0.234831329571839,0.812500000000000,
O-DAG,0.334545454545454,0.507093180509048,0.354166666666666,
O-DAG,0.645454545454545,0.276828726729865,0.645833333333333,
O-DAG,0.554545454545454,0.239177259110206,0.854166666666666,
O-DAG,0.220000000000000,0.460316534030270,0.437500000000000,
O-DAG,0.221818181818181,0.467899335703862,0.395833333333333,
O-DAG,0.379999999999999,0.507106090894064,0.333333333333333,
